,remito,formula,edad,especificada,resistencia_7,resistencia_28
126,2000,44,28,40,29.941026417185864,49.664648214205606
127,2022,32,28,35,26.969144559475225,39.27487426026154
128,2030,2,28,21,15.128656833175112,23.065264064834786
129,2037,34,28,35,28.2732635827812,43.58445557371239
130,2040,23,28,30,24.411301727477248,38.31984818247872
131,2041,45,28,40,25.51333727338013,38.8731504951455
132,2046,23,28,30,24.953308162299482,36.94097346326281
133,2049,3,28,21,19.270837065002983,28.082725022379268
134,2074,35,28,35,26.980347324485674,40.30845388487331
135,2085,11,28,25,19.512716984505534,29.37940852165238
136,2086,1,28,21,19.6058690575677,28.637861401829984
137,2089,5,28,21,16.98844665419829,24.448085284192565
138,2090,29,28,35,25.9412755500289,41.97798767082146
139,2095,39,28,40,29.06835929416126,41.93643533672871
140,2107,43,28,40,29.01276176249318,42.964310033565816
141,2116,3,28,21,15.259000600429472,23.35178233476932
142,2119,11,28,25,20.19852580528552,31.826984133177156
143,2125,32,28,35,23.25371788203449,35.99160190786572
144,2130,23,28,30,21.782376022039045,31.56526646222201
145,2150,41,28,40,26.393131616079692,41.89097972608654
146,2152,11,28,25,21.564869496975398,31.77766080378142
147,2155,23,28,30,18.706896641532158,30.721134691202288
148,2160,28,28,35,27.93399388842206,41.4670740136505
149,2165,23,28,30,24.39640099444862,35.71062395484718
150,2169,29,28,35,27.21155495324932,43.09364758199969
151,2185,31,28,35,28.260740547435763,40.384188366421874
152,2191,29,28,35,29.02981602647726,45.294989650885334
153,2192,18,28,25,15.852842612810711,24.48308321123259
154,2216,18,28,25,17.867993146370285,27.316844687301646
155,2225,4,28,21,16.784664157526706,24.00900027701535
156,2245,14,28,25,15.544272651071205,25.835465658604416
157,2252,2,28,21,17.044078779090878,25.06528982287627
158,2256,1,28,21,12.163983955372194,19.037342531992167
159,2257,23,28,30,27.912709310527138,41.06644475370944
160,2266,41,28,40,28.382944843162406,43.51976084605173
161,2271,27,28,30,25.73593958330292,37.49824007948893
162,2272,32,28,35,30.179623487091305,43.24851084233603
163,2277,32,28,35,22.4203341385577,37.045302800774714
164,2282,39,28,40,28.402197178711077,43.141449340108636
165,2288,38,28,40,29.32238542990902,45.806135994845576
166,2291,36,28,35,25.523716382313104,37.2388514667361
167,2297,26,28,30,25.433917435327913,40.08999967690582
168,2303,27,28,30,19.64902908399401,32.32730173402515
169,2310,41,28,40,28.066782246341095,46.67276530016654
170,2312,32,28,35,22.77948157522859,34.37950423278586
171,2323,43,28,40,25.32559993914489,38.17985123942665
172,2327,6,28,21,16.760860849263196,24.817098955534657
173,2331,30,28,35,25.70040010339171,38.07026520564254
174,2336,6,28,21,16.274099121443715,25.98378444581314
175,2338,14,28,25,18.50634296230611,29.95209084144889
176,2354,29,28,35,25.924868857560313,39.148300283252446
177,2357,41,28,40,29.32535129537962,47.05320292675267
178,2358,45,28,40,29.616120600547276,46.91420366956881
179,2359,41,28,40,28.58661736494126,44.40571319447925
180,2371,13,28,25,20.89046286459786,30.673834187556253
181,2376,8,28,21,10.631486213934757,17.476968491000093
182,2378,19,28,30,21.536493952879145,35.13154243872156
183,2379,45,28,40,23.96075094925041,38.732325296322976
184,2381,24,28,30,22.793927584114762,36.63215500069427
185,2388,1,28,21,13.86054209267873,22.994429630088895
186,2393,30,28,35,26.771511656654575,38.94267699846768
187,2397,43,28,40,30.691510859615715,47.276501076769215
188,2413,14,28,25,18.43280709926998,26.98979231366036
189,2417,32,28,35,26.94721190341438,39.14798851329931
190,2427,45,28,40,28.40702181542027,43.85515130716196
191,2438,3,28,21,12.367105410360695,20.5230503368557
192,2443,31,28,35,23.812571305445836,37.12804606846455
193,2446,8,28,21,16.69844026663019,26.110937721257105
194,2448,18,28,25,18.378110791039123,28.95956722547264
195,2479,8,28,21,17.075635314888167,24.98566127455249
196,2482,23,28,30,21.65430757800748,34.00702228377904
197,2488,6,28,21,17.65581844015349,26.003630012649808
198,2497,31,28,35,26.065907286514758,39.18008817975918
199,2499,20,28,30,19.586850129511873,31.965248743211728
200,2502,45,28,40,31.021344223672862,45.298810047435694
201,2504,14,28,25,20.402091897623098,29.438014325994068
202,2510,36,28,35,22.234509983861706,36.921337435895126
203,2515,37,28,40,33.138277412429325,49.83394008871359
204,2522,45,28,40,30.84408908888414,44.622631890562815
205,2536,45,28,40,29.219630190073833,47.82272889335775
206,2539,40,28,40,28.5011372985486,42.42032187717967
207,2576,45,28,40,30.783600282071287,45.940927677368016
208,2579,40,28,40,27.4549637487609,39.960728732257365
209,2581,12,28,25,19.559855242572883,29.24071775412241
210,2583,6,28,21,15.602269406802252,23.440577604328308
211,2586,8,28,21,15.393777798884926,25.14248787194868
212,2596,28,28,35,28.575808171081142,42.92845736378717
213,2609,31,28,35,26.5829513667582,38.53031851357929
214,2612,34,28,35,26.998359071652846,39.413900882628326
215,2626,44,28,40,28.20152418060918,44.37416821294016
216,2632,39,28,40,28.415410480043406,42.69039298354557
217,2639,5,28,21,16.238265913741667,24.817670436101757
218,2653,26,28,30,20.45015972810098,31.706033367246324
219,2654,3,28,21,16.974849263329567,27.438214421759813
220,2655,36,28,35,27.592538216898983,40.09225317270851
221,2672,37,28,40,29.53418615840541,43.06287533003383
222,2696,11,28,25,18.043056777287447,26.45214904857868
223,2699,31,28,35,22.742633492266126,36.48462527729551
224,2706,27,28,30,22.550876505235788,33.03567525898595
225,2708,35,28,35,24.72652057943339,39.24334582314304
226,2721,32,28,35,25.467113309737744,39.07439680209849
227,2734,36,28,35,28.555471786858522,41.581794660803034
228,2741,37,28,40,27.67166187159677,45.18685207550076
229,2743,41,28,40,23.599499416030277,37.588469156258775
230,2748,38,28,40,28.69606145484211,41.48064845814772
231,2757,23,28,30,20.563933380547066,31.13569138372101
232,2769,32,28,35,27.619281334976456,41.74348952351608
233,2775,23,28,30,25.678196131183427,38.858705376806135
234,2778,39,28,40,24.745575731672982,41.16597171836279
235,2785,31,28,35,25.01398426664029,40.13573003229376
236,2787,43,28,40,27.98807624845346,46.44478299444671
237,2789,11,28,25,17.052067000846186,28.25185812686326
238,2796,19,28,30,21.23346552136324,32.08799644325397
239,2798,10,28,25,16.915029416923076,26.273063352109112
240,2802,32,28,35,25.220416792677728,38.91270470031549
241,2804,14,28,25,18.725665702617146,30.12292118635752
242,2816,32,28,35,21.70708501617188,33.42272333100977
243,2840,29,28,35,22.081370415411396,35.9932997190431
244,2841,31,28,35,21.89227888352707,31.885206510322792
245,2851,43,28,40,28.183526875039053,43.89763211152337
246,2857,27,28,30,26.246930089206298,39.26743090812963
247,2873,27,28,30,18.85038830008094,30.452173349694654
248,2879,12,28,25,17.476880972951438,27.519712619501544
249,2883,28,28,35,20.95372842045139,32.58196987126722
250,2895,18,28,25,15.495230439632461,23.483016647269096
251,2901,41,28,40,28.626921743455373,43.33526429929846
252,2919,10,28,25,18.622474854947818,26.74071547669591
253,2930,36,28,35,27.68765641081972,40.536956220184415
254,2933,8,28,21,16.18861674522687,26.563655154400877
255,2935,36,28,35,23.906189763098116,37.810648590750645
256,2949,31,28,35,23.18357686322753,35.02748009843342
257,2963,27,28,30,24.14317441517809,38.27528009592296
258,2968,26,28,30,22.250618299327577,34.897167555797736
259,2983,29,28,35,24.83278962606204,36.530397855084054
260,2993,14,28,25,18.30795837719278,27.61998974968517
261,2996,34,28,35,25.61016388279094,37.89824383096208
262,3017,26,28,30,25.417795440582804,36.92004305553512
263,3021,11,28,25,17.87372721148776,28.89359274767824
264,3024,20,28,30,16.45312687444069,24.985488523876974
265,3030,39,28,40,25.840364703314936,39.36014707261754
266,3031,13,28,25,21.03999222197208,30.83054338836635
267,3053,18,28,25,15.275007799028565,23.735284007726534
268,3066,7,28,21,17.800933929137926,27.156742458528246
269,3075,32,28,35,20.703224532354522,34.21979176365687
270,3091,23,28,30,21.8933518168573,35.1727709430072
271,3092,23,28,30,25.432671514107742,37.455272097062355
272,3099,23,28,30,23.09573100684481,33.71777737474696
273,3104,45,28,40,26.000780189058396,40.85134303274545
274,3111,13,28,25,18.308979462012886,28.905387920993295
275,3113,40,28,40,31.644742778107222,49.456382574218765
276,3126,28,28,35,25.337868045872252,37.104639422013314
277,3135,2,28,21,11.582241571597441,17.981418355181148
278,3156,13,28,25,20.056168536774354,29.901258809683405
279,3160,2,28,21,20.249681979969335,29.997800837873193
280,3161,25,28,30,23.892836839292816,35.293629792640104
281,3181,32,28,35,26.18480270113194,43.18648537797092
282,3190,28,28,35,24.04750400406728,38.06429308639107
283,3198,32,28,35,25.728651097159076,38.55098414677956
284,3207,27,28,30,18.401023282754466,28.677431221340214
285,3213,32,28,35,23.769079322355633,35.36258925367237
286,3217,36,28,35,24.336410454497784,37.21913891434237
287,3228,32,28,35,21.97216058391916,32.37861414649381
288,3230,6,28,21,19.659566511507307,30.49847698681264
289,3232,28,28,35,27.59239416631453,41.475614213386656
290,3260,37,28,40,30.71700134703847,46.748796513099954
291,3262,40,28,40,31.024310035277935,44.8504244561657
292,3265,14,28,25,16.956583122306903,27.955190735823084
293,3274,42,28,40,27.745502934819662,45.75037103548916
294,3275,40,28,40,24.001121671763233,39.2363973392561
295,3280,37,28,40,34.07391782080302,50.363468833485086
296,3281,11,28,25,15.546422166741452,24.62295151255538
297,3291,26,28,30,22.508294916221793,36.16561266041765
298,3294,41,28,40,24.51540533913557,38.746141096745866
299,3307,34,28,35,25.458518815395514,38.578304273794856
300,3314,5,28,21,15.598028327756206,25.42055355715807
301,3315,8,28,21,10.451511048620944,15.900072130535925
302,3316,28,28,35,22.135882773245534,32.2772667783755
303,3320,36,28,35,23.295607581968806,36.74599728247983
304,3326,23,28,30,23.846748895537402,36.024575127416085
305,3330,43,28,40,28.102340505763685,44.143474856087586
306,3332,6,28,21,14.510269283933633,22.924477859280273
307,3334,32,28,35,26.19019839630877,42.11594019222983
308,3335,23,28,30,22.666348607253035,32.946174340593934
309,3340,36,28,35,26.324589039710357,39.82748440970809
310,3346,34,28,35,25.397001977553867,39.33936920977951
311,3363,14,28,25,24.52611173513479,35.7635033631099
312,3367,45,28,40,32.873634320163994,47.50752917644771
313,3372,5,28,21,15.597631053316173,25.735173556274134
314,3377,14,28,25,19.342065512718573,30.485084852409408
315,3379,30,28,35,26.047146927182496,38.79888216913916
316,3381,37,28,40,22.413866701341387,37.26936410116562
317,3395,42,28,40,24.849604345577575,40.16503570925785
318,3406,25,28,30,23.50089294055757,35.30456195246931
319,3409,39,28,40,30.903062525291755,47.29849894801404
320,3414,42,28,40,27.349771233420324,39.40847031475039
321,3416,24,28,30,19.984238667536438,29.90443088058514
322,3420,44,28,40,30.33421478807167,47.395145789314434
323,3422,12,28,25,19.968823546984435,30.122951517752664
324,3430,41,28,40,34.512736259062535,49.99110818583301
325,3431,4,28,21,16.278849605518563,26.441577789663093
326,3447,32,28,35,26.530180831612558,43.04081817337319
327,3451,31,28,35,22.228668717301016,35.80434594620221
328,3455,41,28,40,24.769934694933035,39.3097924792898
329,3469,23,28,30,22.04392483171601,33.22358975702337
330,3480,32,28,35,21.439164583799133,31.88260734520001
331,3505,40,28,40,28.903286212958363,45.92259245694948
332,3508,45,28,40,27.405929874177605,42.895464312204865
333,3532,24,28,30,23.310891398979862,35.49856532221772
334,3542,23,28,30,18.103445370925623,26.8413876238957
335,3547,43,28,40,28.751312776877977,41.64251510317939
336,3551,2,28,21,12.040182754537158,19.85080650439024
337,3552,31,28,35,27.469017979381857,41.095435964284505
338,3553,24,28,30,22.536072460415095,33.71566054042804
339,3569,28,28,35,29.075628852863183,41.996009746067614
340,3578,4,28,21,20.448901004004686,29.521682869293304
341,3582,2,28,21,20.999584705442008,30.497002255471696
342,3586,32,28,35,21.93379231455409,31.73798648127072
343,3587,19,28,30,25.367821498879486,37.480814199608474
344,3595,6,28,21,16.607545020731877,26.062233091817063
345,3597,26,28,30,25.62441137507465,40.96810179538575
346,3601,6,28,21,14.551401802093492,22.75600557751565
347,3602,20,28,30,19.817736572787965,30.932643426747866
348,3611,40,28,40,29.23447604458322,42.731558903083716
349,3612,38,28,40,30.809148793239473,46.539047081208956
350,3635,36,28,35,23.74641363439381,36.960388843792764
351,3636,2,28,21,15.255645231708115,21.848890159752962
352,3641,31,28,35,22.36199653612961,35.10772323780838
353,3650,2,28,21,15.85182481140963,26.115717139919635
354,3654,42,28,40,22.281760697130615,33.47063861103997
355,3655,2,28,21,17.71362145406021,26.795613818675086
356,3661,18,28,25,20.377540215123467,31.734704917883114
357,3662,14,28,25,18.58799031552354,28.41936026343463
358,3669,31,28,35,22.77717004310932,34.73867639721775
359,3672,31,28,35,27.28656470151738,40.795929734435695
360,3684,39,28,40,31.06091111602253,45.90669868643904
361,3691,26,28,30,23.767613575975314,38.572698567999254
362,3694,7,28,21,14.928007277737704,21.505730921515656
363,3705,27,28,30,22.459321335930724,34.961422068619115
364,3707,37,28,40,27.59295079489281,40.63315458398805
365,3709,19,28,30,22.69320873902605,35.15924987455457
366,3729,34,28,35,24.635626989107287,39.64938314280414
367,3731,2,28,21,14.264516082492268,21.60554146877443
368,3733,39,28,40,30.18418451009214,46.228820951099834
369,3750,26,28,30,21.777714789099534,31.982284047785225
370,3765,31,28,35,26.243986220517023,38.29974430999105
371,3766,38,28,40,22.29019676721564,37.14283717871601
372,3769,34,28,35,27.873293978996628,41.5595858891935
373,3775,13,28,25,17.820519927732306,29.226737317930763
374,3777,45,28,40,28.13895577894471,41.85201931897724
375,3779,11,28,25,17.743623748877482,28.13070478747255
376,3787,34,28,35,25.087335684905035,38.636512541780796
377,3797,15,28,25,18.510703066354615,30.84047011286921
378,3799,37,28,40,30.64273356255612,44.89701072636035
379,3807,25,28,30,20.29223350319682,30.447260952723273
380,3812,27,28,30,23.34599600838037,36.225856872205796
381,3825,42,28,40,28.03016498478332,40.88999393922348
382,3835,30,28,35,26.48849733727506,39.756149899887035
383,3843,32,28,35,25.17234170796271,41.94277779371735
384,3849,1,28,21,16.182906554471575,26.932262107193733
385,3855,41,28,40,26.3487952906659,40.48919154324845
386,3867,14,28,25,18.30403807125732,27.680558824933897
387,3889,41,28,40,29.225029917285042,46.12500486670284
388,3903,35,28,35,26.16425950573866,39.702555212114824
389,3905,23,28,30,18.805637677211276,29.481289654420408
390,3914,40,28,40,31.117650321178782,46.254007434384
391,3919,10,28,25,18.271623046385145,26.231664210223972
392,3920,45,28,40,29.814968191517277,45.4796954358569
393,3924,1,28,21,16.655824524439492,26.17945579869218
394,3925,32,28,35,25.669965873871597,41.778163577856404
395,3931,40,28,40,25.968877400075716,41.089025205934576
396,3941,5,28,21,14.313393175347157,20.8911408169887
397,3946,4,28,21,18.239251091830713,26.927617607724503
398,3958,11,28,25,17.481255045678648,26.619367805391512
399,3963,29,28,35,24.056691928254267,38.076536204042725
400,3964,28,28,35,29.34482315858434,43.87395520252352
401,3965,5,28,21,16.01115980064985,24.991324315773646
402,3973,23,28,30,24.45024997580349,39.4057159762176
403,3976,20,28,30,20.803893682022743,34.5705464115472
404,3983,32,28,35,25.048848171888597,36.22436946995242
405,3985,2,28,21,17.774764139477362,27.7676422600495
406,3991,42,28,40,32.78161102843558,47.02046118872908
407,3995,2,28,21,15.99570217316548,23.0130150681731
408,3996,31,28,35,21.816298018243508,34.45786806353796
409,4002,43,28,40,32.80642950703392,47.680736195250375
410,4004,5,28,21,14.893201252157793,23.21564436313391
411,4008,29,28,35,24.827749355573506,36.625554603500355
412,4015,32,28,35,22.30691599048033,36.17853703361493
413,4039,28,28,35,26.28836329825187,40.17430888680352
414,4052,32,28,35,25.03459848517966,39.996829916819216
415,4057,32,28,35,20.996923815317345,32.744379413268945
416,4062,26,28,30,20.848075153549708,33.824719000730106
417,4063,19,28,30,25.264559057201353,38.41974134516719
418,4084,28,28,35,21.43073085531488,33.65617213258753
419,4107,20,28,30,22.335571677253924,36.41588021052339
420,4108,28,28,35,27.39872993340464,42.635474029308135
421,4111,39,28,40,28.455787957902153,43.481144798165374
422,4115,23,28,30,21.74571768199201,32.223895245438
423,4118,2,28,21,16.4724663862789,24.80419964390906
424,4122,41,28,40,27.13647733811864,42.754895235819085
425,4131,13,28,25,17.815244791469606,28.59330492840668
426,4132,23,28,30,24.322856929801546,36.49956364696707
427,4148,25,28,30,24.69753859180305,35.424897016341916
428,4151,41,28,40,27.94698588757426,42.20798642384883
429,4153,41,28,40,31.65438189907516,48.30834092476228
430,4157,45,28,40,31.560703768715875,45.42512500070497
431,4166,36,28,35,27.307826202786902,42.83285999383443
432,4169,32,28,35,23.856127100810042,36.55171100042097
433,4174,4,28,21,12.501027058640105,20.106636167440296
434,4177,40,28,40,26.245200223959387,40.506873978294536
435,4187,2,28,21,17.443008938651634,27.34759129962772
436,4189,13,28,25,20.834287898915512,33.35624587889989
437,4195,44,28,40,28.57823874037071,41.425436465041265
438,4199,32,28,35,26.90338272313813,39.33262995875887
439,4208,2,28,21,17.230898618529533,27.855214265889426
440,4213,39,28,40,29.251017744233536,46.432897896356536
441,4217,44,28,40,30.372297411402748,47.27949836439158
442,4223,5,28,21,15.116685009584963,24.750296508265983
443,4241,36,28,35,24.13150331647155,35.0759812804437
444,4243,39,28,40,24.277419610597303,38.139370454587635
445,4245,29,28,35,25.083702429776174,39.43148078443485
446,4252,34,28,35,26.39599381377973,42.214017937344316
447,4255,2,28,21,17.873874460960568,27.81664737259212
448,4260,30,28,35,21.431434422382857,34.83343579235718
449,4271,2,28,21,18.196088015590146,27.48150178828008
450,4274,38,28,40,28.179122945588574,41.524099813058875
451,4277,45,28,40,29.330895118108202,42.49058626992784
452,4286,37,28,40,31.39751813409172,47.323714574796746
453,4287,13,28,25,19.222161598592958,30.418708851135662
454,4289,26,28,30,24.683416989304924,36.61439030995087
455,4290,40,28,40,24.742874153678112,39.44736597918695
456,4297,23,28,30,21.42714830231206,30.84721315487435
457,4298,14,28,25,19.067699536828663,29.993172024205975
458,4305,38,28,40,27.011094587511977,40.148559343503514
459,4320,41,28,40,26.74317364550397,41.835131203085645
460,4337,3,28,21,15.47876100819832,22.886774148656755
461,4344,11,28,25,18.122251249522876,28.54389607646433
462,4351,24,28,30,23.47281820350316,33.87067732792886
463,4352,29,28,35,29.26063853414732,42.79113690615927
464,4357,31,28,35,25.081179541525426,38.25422809808653
465,4358,38,28,40,35.4052132667443,51.28233429772507
466,4363,10,28,25,18.419581688224756,27.45746699381829
467,4370,23,28,30,26.771432246806338,38.896186127369305
468,4374,35,28,35,23.80580239000404,37.038822706138816
469,4377,23,28,30,21.35246494445682,33.28060390056099
470,4380,14,28,25,18.33715338862062,29.420474043466662
471,4383,5,28,21,14.988614280344008,24.240542181914822
472,4388,27,28,30,25.44370602302377,36.68007972678917
473,4392,25,28,30,21.987808903991958,36.308622919348146
474,4393,1,28,21,16.57173795436541,27.35256163206065
475,4404,41,28,40,29.143372822504897,42.3794858692053
476,4408,43,28,40,28.74499170835297,43.85686772762928
477,4409,23,28,30,22.75415621488793,35.13878743544769
478,4418,29,28,35,22.492894265464276,34.5928990243959
479,4421,43,28,40,26.988094332369336,41.27851949604501
480,4430,41,28,40,29.390314837623286,45.595809015196224
481,4440,40,28,40,29.4811949780167,43.78601314677764
482,4454,32,28,35,24.21324630943085,40.15189969020257
483,4480,43,28,40,27.449245235490842,43.36035789266873
484,4486,4,28,21,14.56783350038437,23.565220982062012
485,4492,23,28,30,21.92615675239921,32.91873802099595
486,4495,29,28,35,26.0444649718344,42.68046119801498
487,4498,41,28,40,30.932938915535548,46.566615463662366
488,4516,2,28,21,18.31304342606367,26.62986755463393
489,4517,38,28,40,25.187624254760717,38.96610040280151
490,4530,28,28,35,28.950954302571105,43.05691955685349
491,4536,41,28,40,32.05048720489619,47.01228622765304
492,4537,12,28,25,22.132204914764017,33.859009946922676
493,4543,36,28,35,27.78634532509297,43.46425333403125
494,4548,34,28,35,25.04120065665671,37.04886490303161
495,4553,1,28,21,16.566502600944872,25.582287606830256
496,4558,18,28,25,20.018049432784057,28.62601138687061
497,4559,26,28,30,23.812174294456685,35.02461990379788
498,4579,26,28,30,22.428644228292566,35.000874138402736
499,4588,34,28,35,23.901801207768084,38.475336708790664
500,4589,43,28,40,25.51020077525558,37.26182982170716
501,4592,23,28,30,25.387009358008957,36.42063383255451
502,4605,26,28,30,23.601035162806603,37.840001239213805
503,4612,28,28,35,26.061302955725544,40.00257144256322
504,4616,8,28,21,12.318636066029779,18.39961329836819
505,4625,32,28,35,21.779086803066903,33.648096785647006
506,4632,42,28,40,26.316488221765788,42.43193277424546
507,4640,23,28,30,22.577953829197984,35.61745058808957
508,4643,41,28,40,28.468727436101048,42.351811363994614
509,4644,41,28,40,24.18751385956392,38.651968789460554
510,4653,35,28,35,23.15004064730074,36.607699739372904
511,4657,12,28,25,18.315963802746744,29.051706881383282
512,4660,23,28,30,22.8635429600899,33.702677757249404
513,4661,29,28,35,24.80453106911527,39.615601995775904
514,4662,24,28,30,20.979535016398184,30.429667133142566
515,4673,3,28,21,16.38313740073448,25.045441697951805
